"X1";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"hsa-miR-19b-3p";654,561019992194;-0,272741419261597;0,0973046492319342;-2,80296390166819;0,00506353364926583;0,0609649451371606
"hsa-miR-200b-5p";0,517392686115871;0,483429073260338;1,29154342286267;0,374303383612787;0,70817861499206;NA
"hsa-miR-200c-3p";5,93248589635897;-0,0570638029409265;0,286242552513269;-0,199354716620203;0,841985280355899;0,959459294086836
"hsa-miR-203a-3p";1,51139239041208;-0,119863133561244;0,700183070150452;-0,171188277282237;0,864075724807883;NA
"hsa-miR-20a-3p";3,3699927630244;0,230719321720191;0,383774741153654;0,601184228609294;0,54771728778998;0,820213450869572
"hsa-miR-20a-5p";68,5520100071269;0,127245001861423;0,106960477161599;1,18964504682582;0,234185932661516;0,602478339582191
"hsa-miR-20b-5p";52,5178993483211;0,128001646605067;0,126591732213097;1,01113749189874;0,311950628225852;0,673459878496266
"hsa-miR-21-3p";10,0243530995741;0,0850868936821233;0,242167588774793;0,351355415118128;0,725321726324178;0,921189196723956
"hsa-miR-21-5p";1010,65690283374;-0,443068247316493;0,117421786410901;-3,77330528566513;0,000161098959106552;0,012424904399398
"hsa-miR-210-3p";23,9750406862372;0,155960566575912;0,165497290036777;0,942375349718743;0,346000503034505;0,686322740157535
"hsa-miR-2110";2,14283626015503;-1,01209276813973;0,534809033240615;-1,89243768379727;0,0584326891281879;0,310181222586206
"hsa-miR-219a-5p";0,70693628340458;0,455942534427978;0,995800131034541;0,457865509571983;0,647049067520596;NA
"hsa-miR-22-3p";53,7966841700207;0,0230420909485637;0,133397767616627;0,172732208044025;0,862861925947376;0,959459294086836
"hsa-miR-22-5p";39,9689540831449;0,239509937111845;0,146301270198455;1,63710087265103;0,101609394294191;0,433992953391257
"hsa-miR-221-3p";981,11478541338;0,0428650232487508;0,0918719312649021;0,466573660296249;0,640804935523034;0,902789087824896
"hsa-miR-222-3p";95,6796974077403;0,103898361595071;0,110384489680281;0,941240584578535;0,346581583069586;0,686322740157535
"hsa-miR-223-3p";5141,94121237286;0,0785101052566444;0,0817617555998945;0,960230179508838;0,336939380991546;0,686322740157535
"hsa-miR-223-5p";132,871505754973;-0,115345061028395;0,083588587077614;-1,37991399377638;0,167613127423109;0,525864686004502
"hsa-miR-224-5p";164,970788425727;0,00364787175479042;0,086271944027765;0,0422834073799986;0,966272772448721;0,980962183313511
"hsa-miR-2278";1,40562508740998;0,530083016253162;0,673219745462042;0,787384832109101;0,43105662315196;NA
"hsa-miR-2355-3p";7,45599909185109;0,0326577010217446;0,305706540546877;0,106826962103341;0,914926257201044;0,976570224884802
"hsa-miR-2355-5p";2,0966675137449;-0,0408113170526055;0,517679977729571;-0,0788350309231484;0,937163840099015;0,980962183313511
"hsa-miR-23a-3p";10767,418634236;-0,0891101565949869;0,0574891051722349;-1,55003554722267;0,121132984265823;0,455762853300158
"hsa-miR-23a-5p";38,6016437572727;-0,295291311972779;0,144805433570284;-2,03922811936096;0,0414272657319623;0,271078412724362
"hsa-miR-23b-3p";2674,29514967849;-0,0664646942493304;0,0703400333190084;-0,944905640688249;0,344707051530492;0,686322740157535
"hsa-miR-24-2-5p";15,4729815444126;-0,245826468005441;0,170847589008868;-1,43886413283058;0,150189021418984;0,507942645473192
"hsa-miR-24-3p";5562,88005257167;0,00379016859921918;0,0685871867874533;0,0552605927833816;0,955930856571732;0,980962183313511
"hsa-miR-25-3p";1820,74753402645;0,153782864529114;0,0553948750484653;2,77612079447003;0,00550117657054829;0,063686697989809
"hsa-miR-25-5p";4,14878393766588;0,296304177402;0,350299142035429;0,845860414274243;0,397630617998205;0,747619867418415
"hsa-miR-26a-1-3p";4,11338298598001;-0,0515828485480724;0,34173204467414;-0,150945307447709;0,880018859745506;0,959459294086836
"hsa-miR-26a-5p";83,7070576155277;0,0952821198785108;0,115638011088601;0,823968857484989;0,409957253408743;0,747619867418415
"hsa-miR-26b-3p";19,7797976687178;-0,0726345110194719;0,185025879662275;-0,392564062670857;0,694641486771868;0,908525225961845
"hsa-miR-26b-5p";62,320459254976;0,0919290026157438;0,139115670082062;0,660809832289318;0,508734276522018;0,777304656005723
"hsa-miR-27a-3p";42,1187101742696;-0,0499462724159566;0,162734177517954;-0,306919377218385;0,758904739561125;0,938022972552767
"hsa-miR-27a-5p";0,576297887981021;-0,240180158867263;1,19797144504955;-0,200489051604506;0,841098119727843;NA
"hsa-miR-27b-3p";37,4781778712623;0,100283814689672;0,133997119958728;0,748402762093394;0,454217257007305;0,768032468119726
"hsa-miR-27b-5p";10,3155561054014;0,0704404989937557;0,23123205640615;0,304631200745063;0,76064705403441;0,938022972552767
"hsa-miR-28-3p";134,15392219931;-0,00479407263812419;0,0797375610520845;-0,0601231411504135;0,952057559326921;0,980962183313511
