;DBO.33;DBO.34;DBO.35;DBO.36;DBO.43;DBO.44;DBO.47;DBO.48;DBO.51;DBO.52;DBO.55;DBO.56;DBO.61;DBO.62;DBO.73;DBO.74;DBO.77;DBO.78;DBO.81;DBO.82
hsa-miR-15b-5p;5,578929867;5,601379054;5,082000821;5,149407561;5,24769271;4,841662637;5,119777388;4,649312102;5,055134332;5,733414355;5,703232886;5,429899696;5,927275434;6,287174384;5,380796698;5,912908006;5,678095357;5,757349183;5,117510462;6,762985551
hsa-miR-16-2-3p;4,370004102;3,91851749;4,499656456;4,218811458;3,975262653;3,814378079;3,957222095;3,792975276;3,830224288;4,515572921;3,675726016;4,096210468;3,979326299;3,349935536;3,531177434;3,802345232;4,223539589;3,167292986;2,555028986;4,214891142
hsa-miR-16-5p;7,660218979;8,136343737;7,869698037;7,239076358;7,008099456;7,092393679;6,911313872;6,779545637;6,389485279;7,318145514;6,946253314;6,898702854;8,030735465;8,196782422;7,33139543;7,763032915;7,405391478;7,536245913;7,062585943;8,272546597
hsa-miR-17-3p;3,478777215;4,495270162;3,93332038;4,393134118;4,313943638;3,814378079;4,411283192;4,095215399;4,046191027;4,847828002;3,979876187;3,716542101;3,979326299;4,329026495;3,911477448;4,061340153;3,680471447;3,414641096;3,81707065;3,964870591
hsa-miR-17-5p;11,34975152;11,1123531;11,60676977;11,02904863;10,92226164;10,67283469;11,07493701;10,97336878;10,10983683;10,32302649;9,687299976;10,41039036;10,68688583;10,5805484;10,55466432;10,41433597;10,95417629;10,56700933;10,75208474;10,52177973
hsa-miR-181a-3p;3,022782068;3,656689745;3,092892362;2,555028986;2,555028986;2,555028986;3,10281927;3,525242151;3,376887026;2,555028986;3,212744619;2,555028986;3,288527189;3,12062091;3,739914033;2,555028986;2,555028986;3,414641096;4,078663879;3,106002321
hsa-miR-181a-5p;5,373550524;6,048936101;5,345266162;5,565729582;4,924145011;5,406644462;5,415201804;6,293913132;4,046191027;5,082712498;4,583976065;6,091490681;4,650997245;4,85068732;4,306678434;4,745388025;5,846599064;4,903990063;5,308531911;5,271384832
hsa-miR-181b-2-3p;3,022782068;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,051074119;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,886618046;2,555028986;2,555028986
hsa-miR-181c-5p;4,370004102;4,887385982;4,707772186;4,638229821;4,313943638;4,36230608;4,692236371;4,532236426;4,916618675;5,256005244;5,476761658;5,124347934;4,501147084;4,464848091;4,843791912;4,450016078;5,215443595;4,381330929;4,470829646;4,541297254
hsa-miR-184;3,478777215;2,555028986;2,555028986;2,555028986;3,210484289;2,555028986;3,10281927;3,668707193;3,55511652;3,051074119;4,50185434;4,729542046;2,555028986;2,555028986;2,555028986;3,450307704;5,968274718;3,414641096;3,81707065;2,555028986
hsa-miR-185-3p;3,762465377;4,174903738;4,102694029;4,279762322;3,210484289;4,287174425;4,346677368;4,259145383;4,226976084;4,12909601;4,216875639;4,217722105;3,076452259;3,789810397;3,911477448;4,061340153;3,481428941;2,555028986;4,078663879;3,759276608
hsa-miR-185-5p;10,69650414;10,66718181;10,65938455;10,27952086;10,03726708;10,04477193;10,12434851;9,982397804;9,497706478;10,04308791;10,06410518;9,484739944;9,744189989;9,925283443;9,563166953;9,528290436;9,646753208;9,302967287;9,373576526;9,432630267
hsa-miR-186-3p;3,022782068;3,286040622;2,555028986;3,05980467;3,671993356;3,542400682;2,555028986;2,555028986;2,555028986;3,051074119;3,675726016;3,039841164;3,288527189;2,555028986;3,739914033;2,555028986;2,555028986;3,414641096;2,555028986;3,106002321
hsa-miR-186-5p;7,539649402;7,812660492;8,03798678;7,689077337;7,690468007;7,694482873;7,543011011;7,753533264;7,444403344;7,318145514;5,986490762;7,573194695;7,083940834;7,251859972;6,961857574;6,428386039;7,211258891;6,957573773;7,256188956;6,819645462
hsa-miR-188-5p;3,213697417;3,286040622;3,731809889;3,05980467;2,555028986;2,555028986;3,10281927;3,122138887;2,555028986;2,555028986;2,555028986;3,387123554;3,076452259;3,522706452;2,555028986;2,555028986;3,215619227;2,555028986;2,555028986;2,555028986
hsa-miR-18a-5p;4,586553834;4,345592495;4,102694029;3,549907366;3,975262653;3,814378079;4,206125255;3,525242151;3,55511652;3,253171485;3,212744619;3,960122956;4,697302968;4,527580674;4,413571689;3,802345232;4,223539589;4,004328361;3,81707065;4,05449585
hsa-miR-1908-5p;6,07314326;5,931348728;6,178436392;6,116860196;6,700101858;6,645648865;6,155704383;6,767380315;7,262818772;7,084144279;7,545300758;6,253286979;6,13426939;6,287174384;6,63572586;6,428386039;7,148791737;7,290763236;6,644557491;6,238391165
