;DBO.33;DBO.34;DBO.35;DBO.36;DBO.43;DBO.44;DBO.47;DBO.48;DBO.51;DBO.52;DBO.55;DBO.56;DBO.61;DBO.62;DBO.73;DBO.74;DBO.77;DBO.78;DBO.81;DBO.82
hsa-miR-190a-3p;3,022782068;3,286040622;2,555028986;3,662141836;2,555028986;2,555028986;3,10281927;2,555028986;2,555028986;2,555028986;3,477462405;3,039841164;2,555028986;2,555028986;2,555028986;3,450307704;2,555028986;3,167292986;2,555028986;2,555028986
hsa-miR-190a-5p;6,07314326;6,406319396;4,844538192;4,279762322;4,796363471;6,056644009;6,289032191;6,57130617;4,916618675;4,847828002;5,102671185;5,33537452;5,248191027;5,029118616;5,380796698;5,912908006;5,747932968;5,57161395;5,884663311;6,20463452
hsa-miR-190b-5p;3,478777215;3,492318011;3,83751626;3,420745234;3,671993356;4,028050139;3,325205327;3,903494806;3,140044007;3,051074119;3,212744619;3,387123554;2,555028986;3,66582906;2,555028986;2,555028986;4,110820573;2,555028986;3,81707065;3,106002321
hsa-miR-191-3p;3,840853886;3,974758231;3,83751626;4,086498758;3,834862272;3,814378079;3,492935468;4,259145383;4,226976084;4,12909601;4,216875639;4,274063795;3,448726168;3,522706452;3,531177434;4,061340153;3,215619227;3,414641096;2,555028986;3,329629233
hsa-miR-191-5p;12,84338641;12,64658217;12,89930235;12,98362865;12,35920549;12,64884563;12,23601612;12,60434151;12,5850371;13,18528726;12,3607904;12,62655612;12,2622583;12,61452488;12,47043633;12,23989785;12,62791567;11,74106739;12,30476452;12,05354869
hsa-miR-1914-5p;3,022782068;3,153992122;3,311403136;3,05980467;3,671993356;2,555028986;3,10281927;2,555028986;3,140044007;3,253171485;2,555028986;3,23750614;2,555028986;2,555028986;3,531177434;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-192-5p;4,54611855;4,384743265;3,476306879;4,154542538;3,834862272;4,43309284;4,206125255;3,668707193;4,52271333;4,061955403;3,675726016;4,217722105;3,448726168;3,999899641;4,688448397;4,606186896;3,985739817;4,602877068;4,290696315;4,05449585
hsa-miR-193a-5p;2,555028986;3,153992122;3,311403136;3,549907366;3,671993356;2,555028986;2,555028986;3,122138887;3,55511652;3,253171485;3,979876187;3,619873707;2,555028986;3,522706452;3,251722881;4,271423705;2,555028986;3,167292986;3,46118584;3,498263325
hsa-miR-194-5p;4,164209516;3,974758231;3,83751626;3,549907366;3,671993356;2,555028986;3,10281927;3,903494806;3,702598046;3,990548528;2,555028986;3,387123554;3,697255579;3,900083109;4,306678434;4,061340153;4,110820573;3,753967133;4,078663879;3,964870591
hsa-miR-195-5p;3,213697417;2,980069334;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,253171485;3,212744619;3,23750614;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,759276608
hsa-miR-196b-3p;2,555028986;3,286040622;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-196b-5p;4,964056802;5,328420505;5,487479607;5,423853889;5,24769271;4,984080981;5,35480239;5,431203163;4,586851912;4,732937933;5,30236126;5,359617043;5,186464977;5,029118616;5,908940851;5,281925455;4,939654551;5,277930977;6,05166838;5,271384832
hsa-miR-197-3p;4,370004102;3,974758231;4,021242213;4,014108504;3,671993356;4,563658391;4,741744203;3,792975276;4,916618675;4,810632046;3,839077562;4,327875624;5,08831801;4,751622606;5,108831294;4,871203944;5,401968538;5,841766618;5,308531911;5,203378377
hsa-miR-1976;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,132418028;2,555028986;2,555028986;2,555028986;3,253171485;2,555028986;2,555028986;3,076452259;2,555028986;2,555028986;2,555028986;2,555028986;3,60045415;2,555028986;2,555028986
hsa-miR-199a-5p;8,90036274;9,377753031;8,809965804;9,007394938;8,475564319;8,921343171;8,442081724;8,730229087;9,586789646;9,969271938;8,449880001;9,51279577;8,967518819;9,250530909;8,566663692;8,363863486;8,482636134;8,415749322;7,916453419;8,021019483
hsa-miR-199b-5p;3,583619519;3,796139885;3,311403136;3,662141836;3,210484289;3,366309161;3,492935468;3,352043066;3,376887026;3,051074119;3,212744619;3,716542101;3,581755911;3,522706452;3,251722881;3,450307704;2,555028986;3,167292986;2,555028986;3,106002321
hsa-miR-19a-3p;7,831950272;7,812660492;7,486299082;7,481589836;8,218871872;7,803303928;8,177232858;7,35962858;8,309674522;7,349558643;8,050611224;6,797803017;7,862835186;7,327868947;7,780038202;8,724270638;8,083021798;8,923342668;8,325030498;8,243919705
hsa-miR-19b-1-5p;3,213697417;3,286040622;3,092892362;3,05980467;3,671993356;3,132418028;3,752615045;2,555028986;3,702598046;3,406050547;2,555028986;3,039841164;3,288527189;3,12062091;3,531177434;3,450307704;3,215619227;2,555028986;2,555028986;2,555028986
hsa-miR-19b-3p;9,989130395;10,00563629;9,537256598;9,528464784;9,820080162;9,731691222;9,47107683;9,200733465;9,674154223;9,555794581;9,704593737;8,817441135;9,590014484;9,307887225;9,690617827;9,704293994;9,295931952;10,05763283;9,57280768;9,499873358
hsa-miR-200a-3p;2,555028986;3,153992122;3,092892362;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,675726016;2,555028986;2,555028986;3,522706452;2,555028986;2,555028986;2,555028986;3,414641096;2,555028986;2,555028986
hsa-miR-200c-3p;3,840853886;4,219925059;3,93332038;3,662141836;3,210484289;4,207033222;3,492935468;3,792975276;3,140044007;3,742292911;3,675726016;4,096210468;3,581755911;4,329026495;2,555028986;4,271423705;3,481428941;4,11064688;3,46118584;4,137481771
hsa-miR-203a-3p;3,358336682;3,656689745;3,311403136;4,014108504;3,210484289;2,555028986;2,555028986;3,668707193;2,555028986;2,555028986;3,477462405;3,619873707;3,076452259;3,12062091;3,251722881;4,271423705;2,555028986;4,11064688;2,555028986;3,759276608
hsa-miR-205-5p;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,911477448;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-20a-3p;4,045957667;4,128074362;3,731809889;3,762257255;3,47434292;3,132418028;3,325205327;3,122138887;3,55511652;3,831836239;3,675726016;3,511603128;4,20278895;3,522706452;4,306678434;4,745388025;3,481428941;3,60045415;4,078663879;3,867155552
hsa-miR-20a-5p;6,796422186;6,874073;6,756438168;6,302102906;6,139518507;6,214279344;6,454121601;6,053629576;5,500749537;5,309225423;4,868502043;5,736349458;6,329001615;6,086752836;5,975120195;6,07298554;6,787793654;6,399265101;6,201082767;6,396138439
hsa-miR-20b-3p;3,213697417;2,555028986;3,092892362;3,05980467;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,23750614;2,555028986;2,555028986;2,555028986;2,555028986;3,215619227;3,886618046;2,555028986;2,555028986
hsa-miR-20b-5p;6,201714431;6,370755033;6,852671007;6,405188257;6,307256579;6,157192939;6,366445516;5,949199659;5,010525696;5,256005244;5,047827853;5,825247928;5,521182199;5,110193976;5,278367422;4,061340153;6,37161836;6,136606295;5,761261692;5,271384832
hsa-miR-21-3p;3,91367652;4,530047225;4,021242213;4,592850289;4,313943638;4,121031779;4,587164902;4,180055387;4,455149224;4,417042533;4,414005912;4,83972151;4,602971223;4,644455938;4,059028637;2,555028986;4,223539589;4,297734177;4,628260025;4,137481771
hsa-miR-21-5p;10,23648606;9,939988989;9,589259009;9,255750846;9,743221865;9,552678712;9,406914069;8,708183534;9,528654279;9,29238565;9,540936997;9,328141571;10,54496672;10,07351139;9,705181999;10,45092307;9,986928632;10,60631958;10,12429204;10,83713741
hsa-miR-210-3p;5,022497652;5,309439395;5,082000821;5,293447772;5,040778768;4,938272054;6,046814888;6,499492676;5,367581375;4,884009913;6,06957717;5,560635213;5,121824587;4,986684177;5,330530553;4,450016078;5,641830848;5,757349183;5,394947864;4,651255924
hsa-miR-2110;3,358336682;2,980069334;3,476306879;3,762257255;3,210484289;2,555028986;3,859968736;3,792975276;3,376887026;3,253171485;3,477462405;3,511603128;3,697255579;3,66582906;2,555028986;3,450307704;2,555028986;3,414641096;2,555028986;3,498263325
hsa-miR-219a-1-3p;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,051074119;3,675726016;3,511603128;2,555028986;3,12062091;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-219a-5p;3,022782068;2,555028986;2,555028986;3,05980467;2,555028986;3,132418028;3,492935468;2,555028986;3,140044007;3,253171485;3,979876187;4,767302634;3,288527189;2,555028986;2,555028986;2,555028986;3,481428941;3,414641096;2,555028986;3,638072977
hsa-miR-22-3p;6,738488986;6,734458855;6,243218481;5,694529663;5,763136241;5,439335329;5,444443802;5,333855115;6,002605415;6,271645368;5,047827853;5,84237474;5,999680177;6,047072857;6,4398151;5,666681589;6,49763047;6,284012568;6,459809481;6,221612804
hsa-miR-22-5p;5,689075515;6,277764111;5,983386712;5,886020793;5,294882594;5,303676265;5,887276569;5,034565725;5,140179056;5,570202431;5,594570319;5,095527071;6,25721798;6,162937203;5,766498757;5,597751647;5,604604225;5,868820216;4,768515109;4,976322251
hsa-miR-221-3p;10,38238188;10,23821597;10,80709303;10,21305304;10,20804389;10,05645108;10,31413128;10,43091864;9,460072214;9,987335287;9,882282413;10,05277456;9,978645602;10,22014166;10,10909161;9,900472386;10,37119077;9,838116054;9,498297553;9,600049655
hsa-miR-222-3p;6,905710767;6,886687641;7,150483631;6,980874763;7,049089574;6,789864898;6,80440813;7,241655181;6,665914037;7,404429975;7,187167689;6,985350809;7,210493182;7,446256251;7,025266608;6,744640871;7,547679542;6,880548747;6,378667456;6,667399133
hsa-miR-223-3p;12,60588496;12,96527308;13,04845924;12,85649819;12,46123495;12,32650541;12,43478079;12,27251068;12,56138198;12,7269992;10,71699444;12,36320154;12,68172584;12,51723994;12,19106925;12,33626945;12,63759943;12,44117194;12,62013324;12,40442214
hsa-miR-223-5p;7,624184103;7,279788819;7,66743105;7,182362135;7,340699265;7,171031627;7,381568958;7,35962858;6,760484016;7,076650693;7,564389066;6,906799574;6,791518701;7,047162061;7,24086973;7,778480359;7,641339726;7,450131659;7,649906462;7,611100658
hsa-miR-224-5p;8,068145505;7,854924893;6,592590676;6,613086811;7,757872472;8,015072122;8,052252278;8,186190688;5,532142818;6,336058979;8,135981615;7,445805266;5,470709023;5,964222118;7,129914871;6,541745665;6,184183143;6,158621659;7,466467007;7,841552735
hsa-miR-2278;2,555028986;3,396220833;2,555028986;3,05980467;2,555028986;3,132418028;3,10281927;3,792975276;3,55511652;3,051074119;2,555028986;3,23750614;3,076452259;2,555028986;3,911477448;2,555028986;3,680471447;4,11064688;2,555028986;3,867155552
hsa-miR-2355-3p;4,586553834;4,459505218;4,021242213;3,853128365;4,099576262;3,926560297;3,752615045;3,903494806;3,55511652;4,12909601;3,212744619;3,885134724;4,827121058;4,091394866;3,911477448;3,450307704;3,680471447;3,753967133;3,81707065;4,214891142
hsa-miR-2355-5p;3,981820165;4,079255952;3,613122211;3,05980467;2,555028986;3,926560297;3,859968736;2,555028986;3,55511652;3,533170802;2,555028986;3,23750614;4,133053582;3,789810397;3,739914033;2,555028986;3,215619227;2,555028986;3,81707065;3,498263325
hsa-miR-23a-3p;13,92398469;13,61657057;13,6075703;13,59271927;13,62822476;13,64527184;13,38942076;13,32288238;13,69548176;13,92781725;14,05681681;13,52284462;13,52032854;13,61832522;13,62164961;13,6915674;13,57385147;13,75382791;13,70956061;13,76940288
hsa-miR-23a-5p;5,886451782;5,53798482;5,905242262;5,754756012;5,623776638;6,056644009;6,027826881;5,991898539;5,592889786;5,385397901;6,871481806;5,641457265;5,889636118;5,545144813;5,330530553;5,597751647;5,52704392;5,814184806;5,884663311;5,16806795
hsa-miR-23b-3p;11,69275819;11,39457748;11,12579947;11,30414801;11,51803991;11,61201456;11,33216062;11,23081016;11,65419519;11,75636965;12,32699278;11,78660913;11,56613122;11,67971107;11,7918102;11,83735644;12,38002556;12,6061354;11,98997445;11,97581653
hsa-miR-24-1-5p;3,213697417;3,286040622;2,555028986;3,549907366;2,555028986;3,366309161;3,325205327;2,555028986;3,55511652;3,253171485;2,555028986;2,555028986;3,448726168;3,349935536;2,555028986;2,555028986;2,555028986;2,555028986;3,46118584;3,638072977
hsa-miR-24-2-5p;4,964056802;4,913207167;4,800508802;4,844037334;4,654852703;4,890841952;4,692236371;4,403227787;5,25857285;4,515572921;4,930978293;4,83972151;4,945334129;4,751622606;4,603238655;4,986141106;4,811305806;4,791684159;4,470829646;4,891286252
hsa-miR-24-3p;13,00216513;12,86092849;12,7988213;12,55681253;12,55799983;12,88402931;12,44502267;12,53961789;12,65814047;12,59759118;13,10659824;12,33710135;12,45144846;12,46730389;12,47893654;12,52711864;12,42545418;12,71895325;12,46678152;12,69117508
hsa-miR-25-3p;11,0704908;11,32722497;11,35335087;11,54109064;10,97805114;11,24160897;11,07551038;11,19389836;11,55199388;11,55646345;11,48684468;11,41376395;10,95679821;10,91589387;11,23287791;10,87375997;10,89175843;11,04309204;10,93973852;10,81298847
hsa-miR-25-5p;3,583619519;4,028235302;4,021242213;3,762257255;3,834862272;4,121031779;3,752615045;4,469392191;3,702598046;3,406050547;4,802946369;3,619873707;3,448726168;4,176062044;4,306678434;4,271423705;3,844435773;4,381330929;3,81707065;3,498263325
hsa-miR-26a-1-3p;3,213697417;4,028235302;4,021242213;4,086498758;3,47434292;3,542400682;3,632020121;2,555028986;3,830224288;3,914157453;3,477462405;3,716542101;3,076452259;3,522706452;3,251722881;3,802345232;4,326435419;4,004328361;4,290696315;3,867155552
hsa-miR-26a-5p;7,140921277;7,134123399;7,036834544;6,665854289;6,329685947;6,5308246;6,589267194;5,991898539;6,389485279;7,253183596;5,255095689;6,315631328;7,12469803;7,376398657;6,714875955;6,949945495;7,211258891;6,471238245;6,926842805;6,895389028
hsa-miR-26b-3p;4,736677097;4,96340114;4,800508802;5,149407561;5,095524912;5,373165227;5,15591999;4,592111552;5,500749537;5,654178985;5,30236126;5,452558521;5,217674989;5,029118616;4,51196362;4,450016078;4,669127326;5,432515603;5,884663311;4,934478762
hsa-miR-26b-5p;5,901719128;5,734333167;5,905242262;5,208849712;5,427490614;5,071278374;5,191131122;4,99207115;5,098321276;4,692292349;4,216875639;5,035983843;5,68474014;5,782387659;4,603238655;5,44878378;5,781594337;5,757349183;5,824310215;6,238391165
hsa-miR-27a-3p;5,328564053;6,238801458;5,252354796;6,006130553;5,58666291;5,153209005;5,555634274;5,154598746;6,170163413;6,147816127;5,435172345;6,432701676;6,051656815;6,067051375;6,416293922;4,871203944;6,668005036;6,380690837;5,824310215;6,319443282
hsa-miR-27a-5p;2,555028986;2,980069334;2,555028986;3,05980467;3,210484289;2,555028986;2,555028986;3,122138887;3,376887026;2,555028986;2,555028986;3,387123554;2,555028986;2,555028986;2,555028986;2,555028986;3,215619227;2,555028986;2,555028986;2,555028986
hsa-miR-27b-3p;5,616614435;6,10426788;5,219937498;5,448525808;5,384682845;5,533039775;5,258951225;5,264929724;5,934295568;5,633651674;6,122385352;5,940994744;5,307265139;5,830085989;5,908940851;5,795160714;6,414868612;5,786053282;5,884663311;5,398094947
hsa-miR-27b-5p;4,586553834;4,530047225;4,887153218;4,54580396;4,983724495;4,841662637;4,640769439;4,902830585;4,226976084;4,252708209;5,435172345;4,379404569;4,602971223;4,464848091;4,059028637;3,802345232;5,215443595;4,11064688;5,010941203;4,976322251
hsa-miR-28-3p;7,61503272;7,442234567;7,637782525;7,403138614;7,535815128;7,456422365;7,575833798;7,677724301;7,234900935;7,594675636;7,124195286;7,28136333;7,319803995;7,171609294;7,14426156;7,245335295;7,754646952;7,450131659;7,406545539;7,181177784
hsa-miR-28-5p;6,730018418;6,995493635;6,756438168;6,716747582;6,457332328;6,38957532;6,664626395;6,169584976;6,170163413;6,758349516;7,044795941;6,315631328;6,675456846;6,854853986;6,695494422;6,347489277;7,056510699;6,417600993;6,247594626;6,564978366
hsa-miR-299-5p;2,555028986;3,153992122;2,555028986;2,555028986;3,210484289;3,542400682;3,10281927;3,352043066;3,55511652;3,742292911;2,555028986;3,716542101;3,581755911;4,091394866;2,555028986;3,802345232;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-29a-3p;4,700743044;5,290193696;5,045217841;5,293447772;5,509345234;5,439335329;4,587164902;4,756653893;4,964392278;5,360469962;5,771272062;5,876017877;4,827121058;4,751622606;5,224151656;4,871203944;5,311853555;5,056530184;4,768515109;4,482539962
hsa-miR-29a-5p;3,478777215;3,492318011;3,311403136;2,555028986;2,555028986;3,366309161;3,10281927;3,122138887;2,555028986;2,555028986;2,555028986;3,039841164;3,448726168;3,12062091;3,739914033;2,555028986;2,555028986;2,555028986;2,555028986;3,638072977
hsa-miR-29b-1-5p;3,213697417;3,578343142;3,731809889;3,265340252;3,671993356;3,132418028;3,10281927;3,525242151;3,140044007;3,406050547;3,477462405;3,511603128;3,448726168;3,12062091;3,531177434;4,271423705;2,555028986;3,60045415;2,555028986;4,287531073
hsa-miR-29b-2-5p;4,771650952;4,629013715;4,317407858;4,638229821;5,095524912;4,624228205;5,082649866;5,07576596;4,140122786;4,606971503;4,31944537;4,69065855;4,446984805;4,751622606;4,603238655;4,271423705;4,877026044;4,381330929;5,394947864;5,016903562
hsa-miR-29b-3p;4,271523923;4,629013715;4,102694029;4,724473839;4,495919249;4,36230608;4,587164902;4,33331907;4,706248048;4,562091429;3,979876187;4,428860334;4,501147084;4,329026495;4,688448397;4,745388025;4,669127326;4,459604009;4,628260025;4,651255924
hsa-miR-29c-3p;4,625750506;4,778771923;3,476306879;4,014108504;4,211631137;4,790589227;4,206125255;4,00352778;4,140122786;4,417042533;2,555028986;4,379404569;4,20278895;3,789810397;4,843791912;4,606186896;4,509393524;4,849024511;4,768515109;4,137481771
hsa-miR-29c-5p;4,045957667;4,305143619;3,83751626;4,014108504;3,671993356;4,36230608;3,10281927;3,525242151;3,55511652;4,061955403;3,979876187;3,885134724;3,288527189;4,39880432;4,688448397;3,450307704;3,985739817;4,004328361;3,46118584;3,964870591
hsa-miR-301a-3p;6,633381011;6,483243916;5,983386712;6,233675742;6,517120816;6,545691423;6,576312631;5,949199659;5,910773602;6,074063;6,759792079;5,406865383;5,981922744;5,853344175;6,156937476;6,305254796;6,304183169;6,222695956;6,678810021;5,768194773
hsa-miR-301a-5p;2,555028986;2,555028986;3,311403136;3,05980467;2,555028986;3,688176665;2,555028986;3,525242151;2,555028986;2,555028986;2,555028986;3,039841164;2,555028986;3,12062091;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-301b-3p;4,461159643;3,91851749;4,102694029;4,54580396;4,577855978;4,43309284;3,957222095;3,903494806;4,226976084;3,914157453;4,50185434;3,885134724;3,893575935;4,176062044;4,059028637;2,555028986;3,481428941;3,753967133;4,768515109;3,329629233
hsa-miR-3065-3p;2,555028986;2,555028986;3,092892362;3,05980467;2,555028986;3,688176665;3,10281927;3,668707193;3,140044007;2,555028986;3,477462405;2,555028986;3,697255579;2,555028986;2,555028986;2,555028986;2,555028986;3,60045415;2,555028986;2,555028986
hsa-miR-3065-5p;3,213697417;3,153992122;3,092892362;2,555028986;3,47434292;2,555028986;2,555028986;3,122138887;2,555028986;3,533170802;2,555028986;3,039841164;3,448726168;3,12062091;4,18939598;2,555028986;2,555028986;2,555028986;2,555028986;3,106002321
hsa-miR-30a-3p;4,271523923;4,596867966;5,007407676;5,118687986;4,727522223;5,112859773;4,278458298;4,807195015;4,38372035;4,65033568;4,661140919;4,9083888;4,785256658;5,029118616;5,380796698;3,450307704;4,59174957;4,731735707;4,290696315;3,759276608
hsa-miR-30b-3p;4,93385581;4,345592495;5,252354796;4,988354162;5,340511345;5,153209005;5,444443802;4,99207115;4,6479285;4,65033568;5,771272062;4,767302634;3,979326299;4,527580674;4,768414141;4,986141106;4,811305806;5,149436211;5,308531911;4,934478762
hsa-miR-30b-5p;5,616614435;5,991360717;6,161769751;5,496595224;5,827963525;5,676477419;5,528656174;5,299822742;5,140179056;5,433949012;5,102671185;5,539678915;6,329001615;5,876225765;4,982826318;5,190267705;6,51759368;5,947008382;5,884663311;6,27136679
hsa-miR-30c-1-3p;4,106614252;4,305143619;4,381193033;4,592850289;4,408275664;4,207033222;4,78944864;4,649312102;4,140122786;4,192530954;3,979876187;4,096210468;3,581755911;3,789810397;4,688448397;3,802345232;3,985739817;4,297734177;4,078663879;3,964870591
hsa-miR-30c-5p;7,292213491;7,28455787;7,438937828;7,415489862;6,965905417;7,019869155;6,736219848;7,563001531;7,177384962;7,835456612;4,583976065;7,573194695;7,71603285;7,657301628;6,733998967;7,910524562;7,820188765;7,536245913;7,34402049;7,321016418
hsa-miR-30d-3p;3,478777215;3,91851749;3,476306879;4,218811458;3,975262653;4,207033222;3,859968736;3,792975276;3,140044007;3,406050547;3,477462405;3,885134724;3,288527189;3,349935536;3,251722881;4,061340153;4,223539589;3,60045415;2,555028986;3,329629233
hsa-miR-30d-5p;3,762465377;4,459505218;3,476306879;3,265340252;3,671993356;3,926560297;3,492935468;4,532236426;3,55511652;4,061955403;3,979876187;4,096210468;4,058818989;4,527580674;4,306678434;2,555028986;4,326435419;4,207904927;4,470829646;3,867155552
hsa-miR-30e-3p;8,805071234;8,862207081;8,844096031;8,778184005;8,78100757;8,700917596;8,398740379;8,557797553;8,821827994;8,596325013;8,609908805;8,397594108;8,34851287;8,275590693;8,566663692;8,279556143;8,477569064;8,630491357;8,478304328;8,20201213
hsa-miR-30e-5p;4,045957667;3,728924343;3,613122211;3,265340252;3,210484289;3,366309161;3,859968736;3,792975276;3,55511652;3,406050547;3,979876187;3,619873707;3,979326299;3,522706452;3,251722881;3,802345232;3,985739817;3,167292986;2,555028986;2,555028986
hsa-miR-3120-3p;5,184069546;4,530047225;4,707772186;4,592850289;4,796363471;4,938272054;4,531216487;4,99207115;4,455149224;4,953557116;4,73396407;4,327875624;3,800203191;4,85068732;3,531177434;3,450307704;4,509393524;3,753967133;4,290696315;3,964870591
hsa-miR-3123;2,555028986;2,980069334;2,555028986;2,555028986;4,099576262;2,555028986;2,555028986;2,555028986;3,140044007;3,051074119;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,215619227;2,555028986;2,555028986;3,106002321
hsa-miR-3130-5p;2,555028986;2,555028986;2,555028986;2,555028986;3,210484289;3,366309161;2,555028986;2,555028986;3,140044007;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,215619227;3,167292986;2,555028986;2,555028986
hsa-miR-3138;4,106614252;3,859135618;4,554943015;4,014108504;3,975262653;4,36230608;4,346677368;4,532236426;2,555028986;4,061955403;5,73766339;3,885134724;4,331013893;3,789810397;3,251722881;2,555028986;4,223539589;4,903990063;3,46118584;3,498263325
hsa-miR-3150a-5p;2,555028986;2,555028986;2,555028986;3,265340252;3,210484289;2,555028986;2,555028986;3,122138887;2,555028986;3,253171485;3,477462405;2,555028986;3,076452259;3,349935536;2,555028986;3,450307704;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-3161;3,762465377;3,656689745;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,253171485;2,555028986;2,555028986;3,288527189;3,900083109;2,555028986;2,555028986;3,215619227;3,60045415;2,555028986;2,555028986
hsa-miR-3177-3p;2,555028986;2,555028986;2,555028986;2,555028986;3,210484289;2,555028986;2,555028986;2,555028986;2,555028986;3,051074119;2,555028986;3,039841164;3,076452259;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,329629233
hsa-miR-3188;2,555028986;3,153992122;2,555028986;3,05980467;2,555028986;2,555028986;2,555028986;3,525242151;2,555028986;3,406050547;2,555028986;3,039841164;2,555028986;2,555028986;3,251722881;3,802345232;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-3198;3,022782068;2,980069334;2,555028986;2,555028986;2,555028986;2,555028986;3,10281927;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;3,498263325
hsa-miR-32-3p;5,671307778;6,060176186;6,161769751;5,849744842;5,384682845;4,984080981;5,415201804;5,882636562;4,762069376;4,467276549;6,293160228;4,52224774;5,307265139;4,942869097;5,608022049;5,795160714;5,056777074;5,538117264;4,078663879;5,094585546
hsa-miR-32-5p;4,805718676;5,647110099;5,566320663;4,765547138;5,469019184;4,682075965;4,78944864;5,034565725;3,830224288;3,914157453;4,868502043;4,096210468;3,800203191;4,699141532;4,18939598;4,450016078;4,421285566;4,207904927;3,81707065;4,287531073
hsa-miR-320a-3p;5,96119337;5,803105246;6,435489701;6,116860196;6,593140807;5,806616729;6,120326396;6,499492676;5,532142818;5,844488485;6,931607261;6,455007171;6,150231203;5,985392857;6,551945814;6,712757715;7,04283038;6,222695956;5,94254614;6,152450377
hsa-miR-320b;4,871328996;4,750162844;5,540531607;5,237631214;5,729569316;4,841662637;5,191131122;4,704088086;4,455149224;4,772358668;5,392300552;5,310699399;4,945334129;4,39880432;4,843791912;4,606186896;4,811305806;5,814184806;4,470829646;4,287531073
hsa-miR-323a-3p;2,555028986;3,286040622;3,311403136;3,420745234;4,924145011;5,153209005;4,96474453;5,115752601;5,332192368;5,409885641;4,104527953;4,729542046;5,706623486;5,32801824;4,688448397;5,092032962;3,680471447;3,60045415;4,290696315;3,964870591
hsa-miR-323b-3p;3,358336682;3,656689745;2,555028986;3,420745234;5,040778768;5,267575143;5,291646935;5,367069921;5,140179056;5,808426822;4,104527953;4,52224774;4,742017923;4,802084104;5,608022049;5,732386301;2,555028986;3,753967133;4,078663879;4,137481771
hsa-miR-324-3p;4,321763095;4,563895347;3,613122211;4,496948662;3,210484289;4,207033222;4,206125255;4,469392191;4,706248048;4,98702317;3,212744619;4,609212076;4,390363084;4,527580674;4,059028637;4,061340153;4,223539589;4,849024511;4,078663879;3,964870591
hsa-miR-324-5p;5,258212491;5,189709785;5,045217841;5,265822311;4,408275664;5,153209005;5,005200716;5,333855115;5,402088845;4,884009913;5,348061469;5,560635213;5,363914618;5,223422263;5,839514522;4,271423705;5,846599064;5,007577822;5,824310215;5,304168107
hsa-miR-326;7,365015864;8,190654174;7,982473756;8,1726484;7,496878513;7,51784987;7,359110616;7,527443623;8,287221338;8,515629898;5,556393663;8,549810934;8,15383038;8,288316512;7,485752506;6,775830561;7,148791737;6,853927227;7,749709185;7,006886129
hsa-miR-328-3p;7,995984814;8,831615939;8,693830798;9,443665307;8,218871872;9,030653826;8,810568238;9,200733465;9,670689999;9,664569912;7,611031303;9,795450393;9,452950227;9,441080202;9,034820184;9,057368448;8,167271053;8,529214075;8,616839407;8,264425325
hsa-miR-329-5p;2,555028986;2,555028986;2,555028986;3,265340252;3,47434292;3,366309161;3,10281927;3,122138887;2,555028986;3,253171485;4,216875639;2,555028986;3,076452259;3,999899641;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986;2,555028986
hsa-miR-330-3p;4,219085148;4,563895347;4,381193033;4,805375307;4,408275664;4,890841952;4,640769439;4,756653893;4,916618675;4,192530954;3,675726016;4,804008519;3,800203191;4,527580674;4,768414141;4,271423705;4,110820573;3,886618046;4,078663879;3,964870591
