;DBO.33;DBO.34;DBO.35;DBO.36;DBO.43;DBO.44;DBO.47;DBO.48;DBO.51;DBO.52;DBO.55;DBO.56;DBO.61;DBO.62;DBO.73;DBO.74;DBO.77;DBO.78;DBO.81;DBO.82
hsa-miR-1271-5p;5,240685896;5,446301348;5,466195951;5,329649269;4,877846003;5,326136086;5,123925216;5,132691214;5,567983497;5,540594515;5,388899263;5,489205444;5,448251089;5,443265905;4,877846003;4,877846003;5,391148055;5,266690025;5,288273651;4,877846003
hsa-miR-1273h-3p;4,877846003;5,147164061;5,219092727;5,197969105;5,294389725;5,137358895;4,877846003;5,237786059;5,332088582;5,262715197;4,877846003;5,095408904;5,448251089;5,236815297;4,877846003;4,877846003;5,175239872;4,877846003;4,877846003;4,877846003
hsa-miR-1273h-5p;6,330327533;6,023167542;6,159962335;5,848164716;6,095368939;6,183153165;6,07508298;6,306655543;6,199505694;6,298107104;6,191221236;6,07508298;6,216007865;6,014421156;6,062385284;5,855278589;6,136184138;6,209051718;5,584055229;5,72415546
hsa-miR-1277-3p;5,925653364;6,0788298;5,415545593;5,587942786;5,994482524;5,896034487;6,222379312;5,385575088;6,199505694;5,671352919;5,653215175;5,682204752;5,711300476;5,545184391;5,639364543;6,064263561;5,803970013;6,472904074;6,013110956;5,65221322
hsa-miR-1281;5,240685896;5,342979044;5,119424443;4,877846003;4,877846003;5,137358895;5,225435281;4,877846003;5,249241032;5,321819655;5,754119559;5,311747029;5,111975611;5,545184391;5,805322833;5,449279274;5,175239872;5,426115236;5,288273651;5,371093289
hsa-miR-1285-5p;5,467804706;5,068420676;5,295303247;5,552168645;5,464917139;5,509324468;5,524278687;5,31811457;5,614655031;5,373739828;5,800004582;5,592766971;5,61112301;5,443265905;5,41940867;5,930401948;5,600035648;5,599949154;6,013110956;5,528017448
hsa-miR-1287-5p;5,174362776;4,877846003;4,877846003;5,382467768;5,172896567;4,877846003;5,225435281;5,237786059;4,877846003;5,192399615;5,388899263;5,185236262;5,344581168;5,132002131;4,877846003;5,28322197;5,391148055;5,489924187;4,877846003;4,877846003
hsa-miR-1290;6,0684903;6,065210481;6,58619358;6,637231251;6,157309022;5,896034487;6,876175597;6,518663265;11,0354797;11,03143759;12,60041834;11,85470983;7,787696543;8,408822454;6,834255904;6,80513111;6,628883881;6,60264134;5,943040573;6,410805116
hsa-miR-1296-5p;4,877846003;5,068420676;5,119424443;5,269516031;4,877846003;5,137358895;5,368237005;5,132691214;5,140823476;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,175239872;4,877846003;4,877846003;5,12536887
hsa-miR-1301-3p;5,680912456;5,379888871;5,555679747;5,514234436;5,387131156;5,983318222;5,477029729;5,782980426;5,567983497;5,540594515;5,596903339;5,623880315;5,282487898;5,496454277;5,805322833;5,772857467;5,175239872;5,599949154;5,867084241;5,757698423
hsa-miR-1304-3p;5,5030569;5,476627246;5,119424443;5,587942786;5,387131156;5,244361226;5,225435281;4,877846003;5,567983497;5,640942108;5,388899263;5,362510234;5,282487898;5,496454277;5,320887904;4,877846003;4,877846003;4,877846003;4,877846003;5,428651655
hsa-miR-1304-5p;5,567868237;5,632080341;5,768590461;5,823183518;5,920669708;5,832643314;5,873792428;5,674620636;5,810986728;5,540594515;5,596903339;5,311747029;5,535093081;5,632662025;5,805322833;5,855278589;5,600035648;5,426115236;5,584055229;5,689064488
hsa-miR-1306-5p;6,682830719;6,63567577;6,572424843;6,768427135;6,674878658;6,655138136;7,148639426;6,971577592;7,557865428;6,779693635;7,228556895;7,289518293;7,064266198;6,955504589;7,166022086;7,067635688;7,119999389;7,648301611;7,576127991;7,331086956
hsa-miR-1307-3p;6,729588919;6,789041717;6,981076068;6,715450831;6,818214764;6,809251815;7,014493804;7,414091459;7,116695498;7,191880731;7,487871113;6,906017192;6,915423224;6,849869833;7,512739073;6,86829169;7,444659693;6,63725302;7,168216868;6,792753054
hsa-miR-130a-3p;10,8435776;11,04617364;11,67530905;11,72931574;11,18019314;11,30171125;11,14021464;11,29970294;11,49522352;11,57505314;11,36679677;11,20719449;10,17029631;10,40648499;10,89498643;10,22687653;10,73729143;10,3634529;10,91392442;10,52652407
hsa-miR-130a-5p;5,087699203;5,302756365;5,219092727;5,430076179;5,387131156;5,244361226;5,123925216;5,237786059;4,877846003;5,321819655;5,388899263;5,311747029;5,282487898;5,132002131;5,41940867;4,877846003;4,877846003;4,877846003;4,877846003;5,227469525
hsa-miR-130b-3p;8,673024839;8,605570605;8,984782398;9,000259099;8,555073573;9,000399513;8,117815488;8,591953846;8,554082442;8,647995674;9,205722426;8,676195325;8,286021217;8,481286547;8,57788052;8,444636808;8,347480897;7,679530786;8,287133688;7,836325615
hsa-miR-130b-5p;7,262164474;7,17795356;7,175399728;7,370756559;7,598362428;7,426832082;7,024544949;6,971577592;7,854271297;7,471012062;7,909139646;7,788115569;7,943706334;7,844106321;7,913265598;8,333181557;7,576986836;8,050153728;8,241761686;8,023689201
hsa-miR-132-3p;5,174362776;5,147164061;4,877846003;5,197969105;5,172896567;4,877846003;5,303043992;4,877846003;4,877846003;4,877846003;5,295840803;4,877846003;5,493297262;5,236815297;5,191736903;4,877846003;5,175239872;4,877846003;4,877846003;5,227469525
hsa-miR-133a-5p;5,087699203;5,147164061;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,316930173;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-134-3p;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,244361226;5,123925216;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,111975611;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-134-5p;5,626714058;5,632080341;6,054283261;5,743303306;7,530911285;6,796004807;8,039090358;7,901813145;6,444321997;6,654495548;6,581310438;6,443933075;7,58834442;7,367922803;7,861382052;7,690015064;6,196686501;6,567002162;6,826211896;6,651424067
hsa-miR-1343-3p;5,174362776;5,414170897;5,512616821;5,621869721;5,294389725;5,326136086;5,647790584;5,816011884;5,249241032;5,540594515;5,535362477;5,65364263;5,111975611;5,236815297;5,191736903;4,877846003;5,175239872;5,15321505;4,877846003;5,428651655
hsa-miR-135a-5p;4,877846003;5,068420676;4,877846003;5,269516031;4,877846003;4,877846003;5,123925216;5,132691214;4,877846003;4,877846003;4,877846003;5,311747029;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,15321505;4,877846003;5,528017448
hsa-miR-136-3p;4,877846003;5,207453738;4,877846003;5,197969105;5,650567849;5,864924896;5,752706744;5,816011884;5,775536474;5,321819655;5,295840803;5,25396709;5,344581168;5,672513708;5,57432937;5,575473079;4,877846003;5,426115236;5,288273651;5,428651655
hsa-miR-136-5p;5,087699203;5,147164061;5,119424443;4,877846003;5,294389725;5,509324468;5,477029729;5,385575088;5,517643062;5,575777553;5,535362477;5,408276545;5,61112301;5,316930173;5,984497661;5,449279274;5,175239872;5,547359994;5,783732559;5,480503287
hsa-miR-138-1-3p;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,25396709;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-139-3p;5,296452522;5,068420676;5,219092727;5,104438911;5,294389725;4,877846003;4,877846003;5,31811457;5,140823476;5,262715197;4,877846003;5,185236262;5,399110388;5,496454277;5,191736903;4,877846003;5,600035648;5,353368057;5,288273651;5,227469525
hsa-miR-139-5p;7,327432984;7,300308012;7,20096284;6,868089499;6,900135215;6,922617489;6,758515467;6,914388013;6,909129396;7,411047721;6,517615795;7,321163124;7,853189997;7,956277819;6,408703253;6,1248003;6,761718145;6,781906914;7,142898552;6,852050908
hsa-miR-140-3p;7,623011246;7,430276137;7,425789278;7,390241178;7,362976232;7,589738611;7,184587039;7,279294709;7,42050975;7,707545188;7,041973693;7,561331783;7,221519122;7,273959052;7,209265284;6,86829169;7,547563909;7,193509196;7,241401132;7,113259955
hsa-miR-140-5p;5,731354391;6,092263109;6,097908252;5,963279082;6,186921607;6,088287528;6,05215718;5,498110439;5,658318945;5,700533987;5,295840803;5,856894247;5,771276375;5,746238539;5,698839411;5,772857467;6,104529172;5,694270055;6,197215618;5,907304938
hsa-miR-141-3p;5,087699203;5,068420676;4,877846003;4,877846003;4,877846003;4,877846003;5,225435281;4,877846003;4,877846003;4,877846003;4,877846003;5,095408904;4,877846003;5,132002131;4,877846003;4,877846003;4,877846003;5,15321505;4,877846003;4,877846003
hsa-miR-142-3p;11,3063789;11,40881883;11,32460925;10,68376665;11,15854507;11,15851976;10,5237831;10,44574673;10,23863207;9,990220416;10,55651554;9,262325171;9,980385612;9,842078965;9,821184487;10,13985854;9,725241108;10,4777021;10,15291533;9,916323323
hsa-miR-142-5p;10,35551412;10,17881801;10,0253442;10,13847404;10,22385835;10,31342771;9,731509642;9,726224271;10,16663402;10,83481697;10,55293829;9,648673293;9,600509201;9,853549173;9,655890601;9,871096723;9,756983034;9,466813228;9,600647591;9,252794874
hsa-miR-143-3p;7,015693093;7,140043023;7,020382945;6,648717284;6,533987399;6,655138136;7,427235163;7,305615882;7,116695498;7,626153248;6,560456974;6,551558495;6,712680381;6,465309404;6,672888502;6,554666574;7,146946575;6,951965297;6,490513392;6,268449052
hsa-miR-143-5p;5,087699203;4,877846003;4,877846003;5,104438911;4,877846003;4,877846003;5,123925216;5,237786059;4,877846003;5,192399615;4,877846003;4,877846003;4,877846003;4,877846003;5,191736903;4,877846003;4,877846003;5,15321505;5,288273651;5,12536887
hsa-miR-144-3p;5,174362776;5,258170279;5,119424443;5,104438911;5,172896567;5,648248438;4,877846003;5,132691214;5,140823476;5,10048882;5,173927967;4,877846003;4,877846003;4,877846003;4,877846003;5,449279274;5,297686451;5,353368057;4,877846003;4,877846003
hsa-miR-144-5p;5,755372559;5,777811452;5,768590461;5,621869721;6,062894123;6,037236485;5,477029729;5,498110439;5,517643062;5,373739828;5,295840803;5,736205909;5,208593941;5,384212648;5,753894204;5,449279274;5,297686451;5,599949154;5,288273651;5,305526466
hsa-miR-145-3p;5,430175663;5,207453738;5,295303247;5,269516031;4,877846003;4,877846003;5,225435281;4,877846003;5,332088582;5,50329069;4,877846003;5,095408904;5,111975611;5,236815297;5,320887904;4,877846003;4,877846003;4,877846003;5,456354007;4,877846003
hsa-miR-145-5p;7,304063704;7,230301879;6,821951216;6,942540704;7,282419431;7,324180209;7,374395286;7,850165217;8,242314734;8,469880329;6,680473732;7,321163124;7,197896478;7,595386036;7,318173167;7,040966887;7,605793694;7,236934484;6,950529522;6,664964734
hsa-miR-1468-5p;5,087699203;4,877846003;4,877846003;5,104438911;4,877846003;5,394801717;4,877846003;5,132691214;4,877846003;5,10048882;4,877846003;4,877846003;5,111975611;4,877846003;5,191736903;4,877846003;4,877846003;5,266690025;4,877846003;5,305526466
hsa-miR-146a-5p;10,13804217;9,945213694;10,30255452;10,06788664;10,03299919;10,00041334;10,3354684;10,04942761;10,28584004;9,707147463;9,481797296;10,05374584;9,241442806;8,763713495;10,20643506;10,47690716;10,10484168;10,35163235;10,54885271;10,52056927
hsa-miR-146b-5p;7,700118103;7,421394708;8,047677625;7,823444529;7,7154969;7,647047547;7,0542417;7,004713464;7,724233919;7,441359773;7,80706689;7,705589998;7,708088015;7,334506597;7,798310685;7,770922763;7,888485811;7,65617526;7,798430651;7,791046432
hsa-miR-148a-3p;5,296452522;5,302756365;5,466195951;5,329649269;5,172896567;5,244361226;5,123925216;5,132691214;5,249241032;5,321819655;5,173927967;5,095408904;5,448251089;5,590374128;5,41940867;4,877846003;5,175239872;5,489924187;4,877846003;5,428651655
hsa-miR-148b-3p;5,823349978;5,93300758;5,856208167;5,941416061;5,751146786;5,832643314;5,719343474;5,782980426;6,025079101;6,026546039;5,754119559;5,834135829;5,646108685;5,961467237;5,984497661;5,28322197;6,16688009;5,599949154;5,690678592;5,528017448
hsa-miR-148b-5p;5,38964461;5,676727905;5,704328246;5,514234436;5,840183692;5,727386308;5,56810453;5,748530042;5,517643062;5,50329069;5,173927967;5,489205444;5,448251089;5,672513708;5,753894204;5,449279274;5,803970013;5,426115236;5,456354007;5,72415546
hsa-miR-150-5p;5,5030569;5,505410782;5,67001815;6,025932659;5,464917139;5,688882661;5,524278687;5,634668103;5,567983497;6,187988387;6,248198975;7,761147818;5,61112301;5,384212648;6,099096426;6,064263561;5,656581701;5,353368057;6,303891075;6,147818291
hsa-miR-151a-3p;10,93782145;10,45778102;10,58316481;10,87405439;10,91192876;11,03604117;10,79152778;10,64294551;11,31333669;10,90196916;11,47657968;10,70282884;10,64691654;10,45996282;10,5211281;10,79992402;10,80762463;11,27562477;11,19027399;11,32473902
hsa-miR-151a-5p;8,460945693;8,373264108;8,624200078;8,229434663;8,58802741;8,036252404;8,4601904;8,195610238;7,99022875;8,305497938;7,661195029;8,119503457;8,599737505;8,477563286;8,096073323;8,46399485;8,774745245;8,680125099;8,455369147;8,8493619
hsa-miR-152-3p;5,536314996;5,476627246;5,512616821;5,621869721;5,464917139;5,455059528;5,123925216;5,237786059;4,877846003;5,50329069;5,466948433;5,76183725;5,344581168;5,545184391;4,877846003;5,28322197;5,600035648;5,489924187;5,288273651;5,480503287
hsa-miR-153-3p;4,877846003;5,147164061;5,119424443;5,104438911;4,877846003;4,877846003;5,225435281;5,132691214;5,567983497;5,192399615;4,877846003;5,25396709;5,61112301;5,132002131;5,320887904;5,28322197;5,297686451;5,599949154;4,877846003;5,480503287
hsa-miR-1538;4,877846003;4,877846003;4,877846003;5,104438911;4,877846003;5,326136086;5,225435281;5,132691214;4,877846003;4,877846003;5,388899263;4,877846003;5,344581168;5,132002131;5,57432937;4,877846003;4,877846003;4,877846003;4,877846003;5,12536887
hsa-miR-154-3p;4,877846003;5,068420676;4,877846003;4,877846003;4,877846003;5,137358895;5,225435281;5,592272407;5,401647662;5,192399615;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,449279274;4,877846003;4,877846003;4,877846003;5,12536887
hsa-miR-154-5p;5,38964461;5,258170279;5,295303247;4,877846003;5,920669708;5,983318222;5,752706744;5,592272407;5,401647662;5,966174928;5,173927967;5,592766971;5,879286624;5,813554245;5,698839411;5,680861474;5,538236244;5,694270055;5,456354007;5,72415546
hsa-miR-15a-3p;5,467804706;5,414170897;5,359329918;5,473726226;5,172896567;5,455059528;5,368237005;5,237786059;5,810986728;5,42054325;5,705371499;5,560116767;5,208593941;5,236815297;5,501988056;5,575473079;5,175239872;5,648688058;5,288273651;4,877846003
hsa-miR-15a-5p;5,430175663;5,446301348;5,466195951;5,269516031;5,294389725;5,326136086;5,225435281;5,546966622;4,877846003;5,262715197;5,173927967;5,311747029;5,111975611;5,132002131;5,501988056;4,877846003;5,391148055;5,353368057;4,877846003;4,877846003
hsa-miR-15b-3p;7,321628538;7,290527936;7,010667182;7,576780408;7,035562689;7,241718623;6,920341579;6,791693093;7,341766783;7,309229259;6,841000479;7,147785102;7,197896478;7,163338925;6,994110779;7,33019603;7,078516949;7,47161691;7,063892797;6,875012659
hsa-miR-15b-5p;6,417123147;6,431176673;6,119020234;6,158039777;6,21571307;5,983318222;6,140834813;5,878380804;6,103587479;6,514891533;6,495595165;6,325137913;6,641122294;6,88606095;6,29532363;6,631630638;6,479596315;6,530262028;6,139521942;7,230950144
