;DBO.33;DBO.34;DBO.35;DBO.36;DBO.43;DBO.44;DBO.47;DBO.48;DBO.51;DBO.52;DBO.55;DBO.56;DBO.61;DBO.62;DBO.73;DBO.74;DBO.77;DBO.78;DBO.81;DBO.82
hsa-miR-16-2-3p;5,731354391;5,505410782;5,798849377;5,654192811;5,533102808;5,455059528;5,524278687;5,444783432;5,462683251;5,807223525;5,388899263;5,592766971;5,535093081;5,236815297;5,320887904;5,449279274;5,656581701;5,15321505;4,877846003;5,65221322
hsa-miR-16-5p;7,942445611;8,348260631;8,118838556;7,599101186;7,417713817;7,483316616;7,343249879;7,243377282;6,958210803;7,662352815;7,370024202;7,333615869;8,25676865;8,400975327;7,673008484;8,02857958;7,732809913;7,839757252;7,46003949;8,467410104
hsa-miR-17-3p;5,296452522;5,796545066;5,512616821;5,743303306;5,702555165;5,455059528;5,752706744;5,592272407;5,567983497;5,986734407;5,535362477;5,408276545;5,535093081;5,710281233;5,501988056;5,575473079;5,391148055;5,266690025;5,456354007;5,528017448
hsa-miR-17-5p;11,37535934;11,14245884;11,62825257;11,0609099;10,95652074;10,71340368;11,10581918;11,00645901;10,16909283;10,37438873;9,765793566;10,45882097;10,727071;10,62372864;10,59860591;10,46263809;10,98770082;10,61058619;10,79053483;10,56670745
hsa-miR-181a-3p;5,087699203;5,379888871;5,119424443;4,877846003;4,877846003;4,877846003;5,123925216;5,31811457;5,249241032;4,877846003;5,173927967;4,877846003;5,208593941;5,132002131;5,41940867;4,877846003;4,877846003;5,266690025;5,584055229;5,12536887
hsa-miR-181a-5p;6,290944389;6,722376143;6,273900833;6,408883839;6,029300006;6,31098763;6,316188246;6,890778904;5,567983497;6,119429958;5,843439054;6,751169581;5,879286624;5,988319869;5,698839411;5,930401948;6,588108198;6,018008173;6,251884242;6,229755739
hsa-miR-181b-2-3p;5,087699203;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,10048882;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,489924187;4,877846003;4,877846003
hsa-miR-181c-5p;5,731354391;6,008733037;5,909942443;5,87242952;5,702555165;5,727386308;5,901527164;5,816011884;6,025079101;6,22063378;6,353818338;6,143483287;5,799632809;5,780603814;5,984497661;5,772857467;6,196686501;5,73720089;5,783732559;5,82079972
hsa-miR-184;5,296452522;4,877846003;4,877846003;4,877846003;5,172896567;4,877846003;5,123925216;5,385575088;5,332088582;5,10048882;5,800004582;5,921768633;4,877846003;4,877846003;4,877846003;5,28322197;6,668328567;5,266690025;5,456354007;4,877846003
hsa-miR-185-3p;5,430175663;5,632080341;5,595990933;5,685105822;5,172896567;5,688882661;5,719343474;5,674620636;5,658318945;5,609147083;5,653215175;5,65364263;5,111975611;5,443265905;5,501988056;5,575473079;5,297686451;4,877846003;5,584055229;5,428651655
hsa-miR-185-5p;10,73642861;10,70790622;10,70032429;10,33240648;10,09946825;10,1066621;10,18303193;10,04691891;9,586654392;10,10504774;10,12520107;9,574449177;9,819782262;9,992307731;9,648364074;9,615466835;9,727379155;9,404019531;9,470070558;9,525461776
hsa-miR-186-3p;5,087699203;5,207453738;4,877846003;5,104438911;5,387131156;5,326136086;4,877846003;4,877846003;4,877846003;5,10048882;5,388899263;5,095408904;5,208593941;4,877846003;5,41940867;4,877846003;4,877846003;5,266690025;4,877846003;5,12536887
hsa-miR-186-5p;7,842558901;8,070462035;8,263024981;7,966534603;7,967697178;7,97105443;7,845327057;8,020584991;7,764536266;7,662352815;6,680473732;7,87022569;7,476706983;7,609288185;7,382021024;6,985934986;7,576986836;7,378725162;7,612741316;7,273584905
hsa-miR-188-5p;5,174362776;5,207453738;5,415545593;5,104438911;4,877846003;4,877846003;5,123925216;5,132691214;4,877846003;4,877846003;4,877846003;5,25396709;5,111975611;5,316930173;4,877846003;4,877846003;5,175239872;4,877846003;4,877846003;4,877846003
hsa-miR-18a-5p;5,844811104;5,718785835;5,595990933;5,329649269;5,533102808;5,455059528;5,647790584;5,31811457;5,332088582;5,192399615;5,173927967;5,525696293;5,904269366;5,813554245;5,753894204;5,449279274;5,656581701;5,547359994;5,456354007;5,572087566
hsa-miR-1908-5p;6,738731588;6,643817252;6,810599905;6,768427135;7,184016162;7,143703386;6,794983915;7,234245367;7,618033148;7,476865984;7,847213133;6,862408887;6,780309443;6,88606095;7,13639021;6,985934986;7,527592506;7,640382848;7,142898552;6,852050908
hsa-miR-190a-3p;5,087699203;5,207453738;4,877846003;5,382467768;4,877846003;4,877846003;5,123925216;4,877846003;4,877846003;4,877846003;5,295840803;5,095408904;4,877846003;4,877846003;4,877846003;5,28322197;4,877846003;5,15321505;4,877846003;4,877846003
hsa-miR-190a-5p;6,738731588;6,970188655;5,984911131;5,685105822;5,958320196;6,727577169;6,887361162;7,089162372;6,025079101;5,986734407;6,130939919;6,267959136;6,216007865;6,088707622;6,29532363;6,631630638;6,524207938;6,412554506;6,613035018;6,828665372
hsa-miR-190b-5p;5,296452522;5,302756365;5,466195951;5,269516031;5,387131156;5,559033377;5,225435281;5,498110439;5,140823476;5,10048882;5,173927967;5,25396709;4,877846003;5,384212648;4,877846003;4,877846003;5,600035648;4,877846003;5,456354007;5,12536887
hsa-miR-191-3p;5,467804706;5,532855823;5,466195951;5,587942786;5,464917139;5,455059528;5,303043992;5,674620636;5,658318945;5,609147083;5,653215175;5,682204752;5,282487898;5,316930173;5,320887904;5,575473079;5,175239872;5,266690025;4,877846003;5,227469525
hsa-miR-191-5p;12,85257132;12,65710099;12,90813994;12,99196701;12,37202495;12,65934807;12,24996871;12,61517083;12,59601133;13,19254265;12,3735959;12,63722103;12,27596146;12,62527852;12,48231137;12,25381326;12,6385706;11,7606631;12,31807302;12,06936451
hsa-miR-1914-5p;5,087699203;5,147164061;5,219092727;5,104438911;5,387131156;4,877846003;5,123925216;4,877846003;5,140823476;5,192399615;4,877846003;5,185236262;4,877846003;4,877846003;5,320887904;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-192-5p;5,823349978;5,738964061;5,295303247;5,621869721;5,464917139;5,764039301;5,647790584;5,385575088;5,810986728;5,575777553;5,388899263;5,65364263;5,282487898;5,545184391;5,899478394;5,855278589;5,538236244;5,853511757;5,690678592;5,572087566
hsa-miR-193a-5p;4,877846003;5,147164061;5,219092727;5,329649269;5,387131156;4,877846003;4,877846003;5,132691214;5,332088582;5,192399615;5,535362477;5,362510234;4,877846003;5,316930173;5,191736903;5,680861474;4,877846003;5,15321505;5,288273651;5,305526466
hsa-miR-194-5p;5,626714058;5,532855823;5,466195951;5,329649269;5,387131156;4,877846003;5,123925216;5,498110439;5,401647662;5,540594515;4,877846003;5,25396709;5,399110388;5,496454277;5,698839411;5,575473079;5,600035648;5,426115236;5,584055229;5,528017448
hsa-miR-195-5p;5,174362776;5,068420676;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,192399615;5,173927967;5,185236262;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,428651655
hsa-miR-196b-3p;4,877846003;5,207453738;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-196b-5p;6,051768749;6,263787823;6,360409237;6,321453936;6,21571307;6,063096102;6,279638252;6,325932656;5,844969795;5,923617011;6,248198975;6,282538402;6,179675473;6,088707622;6,62901365;6,236020993;6,03801413;6,233645427;6,724219064;6,229755739
hsa-miR-197-3p;5,731354391;5,532855823;5,555679747;5,552168645;5,387131156;5,832643314;5,928414809;5,444783432;6,025079101;5,966174928;5,466948433;5,709691136;6,122658809;5,933804564;6,134499976;5,99971728;6,308149007;6,584954583;6,251884242;6,189594119
hsa-miR-1976;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,137358895;4,877846003;4,877846003;4,877846003;5,192399615;4,877846003;4,877846003;5,111975611;4,877846003;4,877846003;4,877846003;4,877846003;5,353368057;4,877846003;4,877846003
hsa-miR-199a-5p;9,031505172;9,473983615;8,94892117;9,129812744;8,647277713;9,050731284;8,617434051;8,876429427;9,67067049;10,03436024;8,624378643;9,600865442;9,09312215;9,355098572;8,728819268;8,547988694;8,65358973;8,594012158;8,15868274;8,248391874
hsa-miR-199b-5p;5,345456252;5,446301348;5,219092727;5,382467768;5,172896567;5,244361226;5,303043992;5,237786059;5,249241032;5,10048882;5,173927967;5,408276545;5,344581168;5,316930173;5,191736903;5,28322197;4,877846003;5,15321505;4,877846003;5,12536887
hsa-miR-19a-3p;8,086794142;8,070462035;7,798758141;7,794903761;8,420304614;8,062550692;8,383896464;7,695767192;8,500106304;7,687641508;8,273926322;7,257110499;8,113004354;7,670170895;8,042908783;8,871026053;8,301966066;9,052564728;8,513655801;8,442262737
hsa-miR-19b-1-5p;5,174362776;5,207453738;5,119424443;5,104438911;5,387131156;5,137358895;5,425469549;4,877846003;5,401647662;5,262715197;4,877846003;5,095408904;5,208593941;5,132002131;5,320887904;5,28322197;5,175239872;4,877846003;4,877846003;4,877846003
hsa-miR-19b-3p;10,05336242;10,06916485;9,623920029;9,615631181;9,891961362;9,807912;9,561594961;9,308745711;9,753333188;9,641406501;9,782194307;8,955734494;9,673717143;9,408615397;9,768939332;9,78190996;9,397449313;10,11899353;9,657465257;9,588694645
hsa-miR-200a-3p;4,877846003;5,147164061;5,119424443;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,388899263;4,877846003;4,877846003;5,316930173;4,877846003;4,877846003;4,877846003;5,266690025;4,877846003;4,877846003
hsa-miR-200c-3p;5,467804706;5,654755322;5,512616821;5,382467768;5,172896567;5,648248438;5,303043992;5,444783432;5,140823476;5,42054325;5,388899263;5,592766971;5,344581168;5,710281233;4,877846003;5,680861474;5,297686451;5,599949154;5,288273651;5,613335108
hsa-miR-203a-3p;5,240685896;5,379888871;5,219092727;5,552168645;5,172896567;4,877846003;4,877846003;5,385575088;4,877846003;4,877846003;5,295840803;5,362510234;5,111975611;5,132002131;5,191736903;5,680861474;4,877846003;5,599949154;4,877846003;5,428651655
hsa-miR-205-5p;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,501988056;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-20a-3p;5,567868237;5,608637161;5,415545593;5,430076179;5,294389725;5,137358895;5,225435281;5,132691214;5,332088582;5,463459518;5,388899263;5,311747029;5,646108685;5,316930173;5,698839411;5,930401948;5,297686451;5,353368057;5,584055229;5,480503287
hsa-miR-20a-5p;7,256070651;7,31484615;7,226044533;6,896519258;6,783898473;6,835334602;7,00436439;6,72554238;6,368585657;6,25229866;5,998214191;6,516773167;6,915423224;6,747954284;6,672888502;6,738624823;7,249577246;6,965165713;6,826211896;6,962941089
hsa-miR-20b-3p;5,174362776;4,877846003;5,119424443;5,104438911;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,185236262;4,877846003;4,877846003;4,877846003;4,877846003;5,175239872;5,489924187;4,877846003;4,877846003
hsa-miR-20b-5p;6,826648138;6,944919098;7,298585764;6,969382883;6,900135215;6,796004807;6,941866162;6,655648519;6,078111742;6,22063378;6,099402131;6,574193264;6,381210614;6,135287984;6,23390491;5,575473079;6,945530931;6,781906914;6,532780289;6,229755739
hsa-miR-21-3p;5,5030569;5,814856055;5,555679747;5,848164716;5,702555165;5,60512392;5,845136432;5,634668103;5,775536474;5,755695908;5,754119559;5,982243348;5,853562006;5,87577176;5,57432937;4,877846003;5,656581701;5,694270055;5,867084241;5,613335108
hsa-miR-21-5p;10,29092158;10,00635999;9,673003379;9,359963471;9,818862644;9,638466519;9,501324052;8,856447242;9,615809807;9,394138225;9,627390698;9,427545888;10,58919691;10,1342244;9,782752363;10,49804936;10,05125506;10,64875457;10,18297767;10,87343375
hsa-miR-210-3p;6,084930749;6,252426531;6,119020234;6,242882247;6,095368939;6,037236485;6,720945934;7,037025009;6,287340864;6,006850153;6,736318251;6,405708852;6,142020849;6,064571381;6,265053012;5,772857467;6,456631723;6,530262028;6,303891075;5,879425693
hsa-miR-2110;5,240685896;5,068420676;5,295303247;5,430076179;5,172896567;4,877846003;5,477029729;5,444783432;5,249241032;5,192399615;5,295840803;5,311747029;5,399110388;5,384212648;4,877846003;5,28322197;4,877846003;5,266690025;4,877846003;5,305526466
hsa-miR-219a-1-3p;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,10048882;5,388899263;5,311747029;4,877846003;5,132002131;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-219a-5p;5,087699203;4,877846003;4,877846003;5,104438911;4,877846003;5,137358895;5,303043992;4,877846003;5,140823476;5,192399615;5,535362477;5,942376837;5,208593941;4,877846003;4,877846003;4,877846003;5,297686451;5,266690025;4,877846003;5,371093289
hsa-miR-22-3p;7,212618636;7,209608654;6,855405048;6,490048506;6,533987399;6,330894832;6,334015394;6,267047323;6,691247293;6,875207133;6,099402131;6,585351303;6,68928955;6,721119842;6,994110779;6,472353753;7,035680225;6,883848956;7,008446951;6,840412202
hsa-miR-22-5p;6,486576551;6,879480689;6,678401675;6,613926815;6,243737563;6,248984014;6,614751971;6,091817925;6,15267222;6,411673676;6,426908804;6,126815672;6,865146298;6,799946594;6,536153608;6,428902336;6,433199955;6,60264134;5,943040573;6,058702769
hsa-miR-221-3p;10,43173421;10,29258835;10,84413634;10,26835091;10,2635278;10,11786025;10,36580149;10,47868433;9,55124687;10,05164427;9,951252621;10,11433476;10,04332836;10,27517728;10,16837715;9,968612918;10,42091612;9,90914129;9,587210909;9,683200136
hsa-miR-222-3p;7,338967503;7,324451816;7,528925449;7,396674336;7,449528395;7,251135271;7,26208722;7,601154969;7,158670347;7,732029687;7,557893573;7,400128452;7,576379139;7,766046509;7,431018154;7,2172165;7,849173028;7,31977524;6,950529522;7,159768845
hsa-miR-223-3p;12,61670278;12,97371767;13,05643296;12,86560046;12,47318542;12,33961644;12,44695079;12,2861176;12,57253641;12,73695116;10,75636905;12,37598582;12,6919931;12,52873854;12,20545954;12,34929273;12,64818354;12,45328854;12,63084543;12,416849
hsa-miR-223-5p;7,912463493;7,631597001;7,948459287;7,554091529;7,680500277;7,54513575;7,713503244;7,695767192;7,229075358;7,471012062;7,862953821;7,339799418;7,252379603;7,448028676;7,600529367;8,041595129;7,926723946;7,769206207;7,933854194;7,901604636
hsa-miR-224-5p;8,289086549;8,106284254;7,104718811;7,119743677;8,024235821;8,243267688;8,275344241;8,391718924;6,388000567;6,920395758;8,347945554;7,765678897;6,350101489;6,665631383;7,512739073;7,067635688;6,814556428;6,796984884;7,78253934;8,094935193
hsa-miR-2278;4,877846003;5,258170279;4,877846003;5,104438911;4,877846003;5,137358895;5,123925216;5,444783432;5,332088582;5,10048882;4,877846003;5,185236262;5,111975611;4,877846003;5,501988056;4,877846003;5,391148055;5,599949154;4,877846003;5,480503287
hsa-miR-2355-3p;5,844811104;5,777811452;5,555679747;5,473726226;5,594440285;5,509324468;5,425469549;5,498110439;5,332088582;5,609147083;5,173927967;5,489205444;5,975274043;5,590374128;5,501988056;5,28322197;5,391148055;5,426115236;5,456354007;5,65221322
hsa-miR-2355-5p;5,536314996;5,584348872;5,359329918;5,104438911;4,877846003;5,509324468;5,477029729;4,877846003;5,332088582;5,321819655;4,877846003;5,185236262;5,61112301;5,443265905;5,41940867;4,877846003;5,175239872;4,877846003;5,456354007;5,305526466
hsa-miR-23a-3p;13,92834036;13,62195729;13,61299062;13,59819548;13,63356828;13,65055279;13,39572252;13,32948041;13,70058264;13,93216139;14,06079028;13,52859165;13,52608557;13,62370541;13,62701746;13,69668209;13,57939953;13,75872721;13,7146121;13,77424972
hsa-miR-23a-5p;6,614209994;6,391624635;6,62657533;6,528593838;6,445249818;6,727577169;6,708164816;6,684086055;6,425856146;6,298107104;7,312875012;6,456395862;6,616302855;6,396071088;6,265053012;6,428902336;6,38484034;6,567002162;6,613035018;6,168918046
hsa-miR-23b-3p;11,71301307;11,41941351;11,1556309;11,33056522;11,54086678;11,6334204;11,35807771;11,2585821;11,67499193;11,77576102;12,34009941;11,80560286;11,58821963;11,7001477;11,81073636;11,8557009;12,39266275;12,61695135;12,00649572;11,99249909
hsa-miR-24-1-5p;5,174362776;5,207453738;4,877846003;5,329649269;4,877846003;5,244361226;5,225435281;4,877846003;5,332088582;5,192399615;4,877846003;4,877846003;5,282487898;5,236815297;4,877846003;4,877846003;4,877846003;4,877846003;5,288273651;5,371093289
hsa-miR-24-2-5p;6,051768749;6,023167542;5,960600347;5,984633629;5,881359938;6,010661535;5,901527164;5,748530042;6,222155072;5,807223525;6,033136651;5,982243348;6,041210671;5,933804564;5,853704734;6,064263561;5,966546264;5,955748113;5,783732559;6,01090954
hsa-miR-24-3p;13,01039757;12,870003;12,80829271;12,56800211;12,56918026;12,89296046;12,45710721;12,55094071;12,66857589;12,60847095;13,11425847;12,35011718;12,46347968;12,47920455;12,49074231;12,53853931;12,43770253;12,72896054;12,47868646;12,70137571
hsa-miR-25-3p;11,10146653;11,3532295;11,37889585;11,56356057;11,01103626;11,26917722;11,1063805;11,22237778;11,57429689;11,5786984;11,51016354;11,43827669;10,99026308;10,95030141;11,26061073;10,9091657;10,92673434;11,07465048;10,97359342;10,84988403
hsa-miR-25-5p;5,345456252;5,559124629;5,555679747;5,430076179;5,464917139;5,60512392;5,425469549;5,782980426;5,401647662;5,262715197;5,961941833;5,362510234;5,282487898;5,632662025;5,698839411;5,680861474;5,469531861;5,73720089;5,456354007;5,305526466
hsa-miR-26a-1-3p;5,174362776;5,559124629;5,555679747;5,587942786;5,294389725;5,326136086;5,368237005;4,877846003;5,462683251;5,50329069;5,295840803;5,408276545;5,111975611;5,316930173;5,191736903;5,449279274;5,708952819;5,547359994;5,690678592;5,480503287
hsa-miR-26a-5p;7,521395425;7,516047641;7,439999425;7,158626158;6,915905164;7,059705843;7,102286627;6,684086055;6,958210803;7,610343825;6,220095029;6,906017192;7,508640165;7,709319784;7,195006505;7,372860634;7,576986836;7,01666043;7,355134799;7,331086956
hsa-miR-26b-3p;5,925653364;6,051398471;5,960600347;6,158039777;6,126814427;6,290711681;6,161832481;5,847771086;6,368585657;6,464435846;6,248198975;6,33897778;6,197999742;6,088707622;5,805322833;5,772857467;5,889046944;6,326733044;6,613035018;6,03510367
hsa-miR-26b-5p;6,62425403;6,515480467;6,62657533;6,192808626;6,323669511;6,112852897;6,182409118;6,067626248;6,128428174;5,901557449;5,653215175;6,092628123;6,483818991;6,546405683;5,853704734;6,336668588;6,545893174;6,530262028;6,573583243;6,852050908
hsa-miR-27a-3p;6,263873881;6,852335893;6,21847202;6,693607736;6,421958273;6,160253167;6,402594689;6,161062688;6,804910313;6,789577884;6,328353782;6,98902056;6,724211261;6,73460975;6,977299906;5,99971728;7,160217085;6,951965297;6,573583243;6,908696975
hsa-miR-27a-5p;4,877846003;5,068420676;4,877846003;5,104438911;5,172896567;4,877846003;4,877846003;5,132691214;5,249241032;4,877846003;4,877846003;5,25396709;4,877846003;4,877846003;4,877846003;4,877846003;5,175239872;4,877846003;4,877846003;4,877846003
hsa-miR-27b-3p;6,440743919;6,759852656;6,199331788;6,336510826;6,297674396;6,388556765;6,222379312;6,225924258;6,645768029;6,45147114;6,772194719;6,650206247;6,251127388;6,577342097;6,62901365;6,554666574;6,976283099;6,548774643;6,613035018;6,305799121
hsa-miR-27b-5p;5,844811104;5,814856055;6,008603189;5,823183518;6,062894123;5,983318222;5,873792428;6,017359682;5,658318945;5,671352919;6,328353782;5,736205909;5,853562006;5,780603814;5,57432937;5,449279274;6,196686501;5,599949154;6,078348186;6,058702769
hsa-miR-28-3p;7,904866609;7,762768956;7,923765027;7,730981924;7,839402714;7,774337976;7,872406406;7,957049635;7,595777182;7,88799285;7,508245294;7,632856831;7,663685696;7,545592051;7,52402479;7,6040869;8,021521857;7,769206207;7,733746501;7,553154834
hsa-miR-28-5p;7,206294156;7,407962864;7,226044533;7,196400397;7,006668518;6,958274789;7,157718087;6,804512777;6,804910313;7,227476153;7,44618819;6,906017192;7,165732958;7,300242193;7,18059332;6,928460633;7,455305844;6,978232551;6,858447851;7,084546623
hsa-miR-299-5p;4,877846003;5,147164061;4,877846003;4,877846003;5,172896567;5,326136086;5,123925216;5,237786059;5,332088582;5,42054325;4,877846003;5,408276545;5,344581168;5,590374128;4,877846003;5,449279274;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-29a-3p;5,906132467;6,240943203;6,097908252;6,242882247;6,37389158;6,330894832;5,845136432;5,93655288;6,051958222;6,283052406;6,53923072;6,607359985;5,975274043;5,933804564;6,201814185;5,99971728;6,253869568;6,104387627;5,943040573;5,789865752
hsa-miR-29a-5p;5,296452522;5,302756365;5,219092727;4,877846003;4,877846003;5,244361226;5,123925216;5,132691214;4,877846003;4,877846003;4,877846003;5,095408904;5,282487898;5,132002131;5,41940867;4,877846003;4,877846003;4,877846003;4,877846003;5,371093289
hsa-miR-29b-1-5p;5,174362776;5,342979044;5,415545593;5,197969105;5,387131156;5,137358895;5,123925216;5,31811457;5,140823476;5,262715197;5,295840803;5,311747029;5,282487898;5,132002131;5,320887904;5,680861474;4,877846003;5,353368057;4,877846003;5,689064488
hsa-miR-29b-2-5p;5,944757789;5,867488047;5,704328246;5,87242952;6,126814427;5,864924896;6,119393898;6,115432754;5,614655031;5,855697553;5,705371499;5,900673636;5,771276375;5,933804564;5,853704734;5,680861474;6,002958361;5,73720089;6,303891075;6,08174281
hsa-miR-29b-3p;5,680912456;5,867488047;5,595990933;5,919011827;5,796885966;5,727386308;5,845136432;5,712483046;5,90911597;5,831812079;5,535362477;5,76183725;5,799632809;5,710281233;5,899478394;5,930401948;5,889046944;5,777863064;5,867084241;5,879425693
hsa-miR-29c-3p;5,865740048;5,948660434;5,295303247;5,552168645;5,650567849;5,955146534;5,647790584;5,546966622;5,614655031;5,755695908;4,877846003;5,736205909;5,646108685;5,443265905;5,984497661;5,855278589;5,803970013;5,987397771;5,943040573;5,613335108
hsa-miR-29c-5p;5,567868237;5,698054916;5,466195951;5,552168645;5,387131156;5,727386308;5,123925216;5,31811457;5,332088582;5,575777553;5,535362477;5,489205444;5,208593941;5,746238539;5,899478394;5,28322197;5,538236244;5,547359994;5,288273651;5,528017448
hsa-miR-301a-3p;7,134663568;7,025303335;6,678401675;6,848776911;7,049773143;7,070503797;7,092817246;6,655648519;6,630222442;6,739354238;7,228556895;6,311121799;6,677424783;6,592514131;6,795829587;6,898730374;6,897978487;6,841162649;7,168216868;6,53724667
hsa-miR-301a-5p;4,877846003;4,877846003;5,219092727;5,104438911;4,877846003;5,394801717;4,877846003;5,31811457;4,877846003;4,877846003;4,877846003;5,095408904;4,877846003;5,132002131;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003
hsa-miR-301b-3p;5,778675876;5,505410782;5,595990933;5,823183518;5,840183692;5,764039301;5,524278687;5,498110439;5,658318945;5,50329069;5,800004582;5,489205444;5,493297262;5,632662025;5,57432937;4,877846003;5,297686451;5,426115236;5,943040573;5,227469525
hsa-miR-3065-3p;4,877846003;4,877846003;5,119424443;5,104438911;4,877846003;5,394801717;5,123925216;5,385575088;5,140823476;4,877846003;5,295840803;4,877846003;5,399110388;4,877846003;4,877846003;4,877846003;4,877846003;5,353368057;4,877846003;4,877846003
hsa-miR-3065-5p;5,174362776;5,147164061;5,119424443;4,877846003;5,294389725;4,877846003;4,877846003;5,132691214;4,877846003;5,321819655;4,877846003;5,095408904;5,282487898;5,132002131;5,639364543;4,877846003;4,877846003;4,877846003;4,877846003;5,12536887
hsa-miR-30a-3p;5,680912456;5,850306274;6,076337946;6,140203834;5,920669708;6,13683006;5,684441754;5,964281256;5,738435426;5,878930983;5,884744123;6,020469462;5,952218185;6,088707622;6,29532363;5,28322197;5,847578223;5,922962529;5,690678592;5,428651655
hsa-miR-30b-3p;6,034753533;5,718785835;6,21847202;6,065518118;6,271043503;6,160253167;6,334015394;6,067626248;5,877637246;5,878930983;6,53923072;5,942376837;5,535093081;5,813554245;5,942985296;6,064263561;5,966546264;6,158056453;6,251884242;6,03510367
hsa-miR-30b-5p;6,440743919;6,683726658;6,799145189;6,366023999;6,575960395;6,478568833;6,385839305;6,246683999;6,15267222;6,327607402;6,130939919;6,392676216;6,915423224;6,607496354;6,062385284;6,18190313;7,050115554;6,654194358;6,613035018;6,875012659
hsa-miR-30c-1-3p;5,597941567;5,698054916;5,737129657;5,848164716;5,751146786;5,648248438;5,954519981;5,878380804;5,614655031;5,640942108;5,535362477;5,592766971;5,344581168;5,443265905;5,899478394;5,449279274;5,538236244;5,694270055;5,584055229;5,528017448
hsa-miR-30c-5p;7,641544718;7,635413618;7,760083282;7,741009388;7,385137014;7,426832082;7,210923681;7,86180857;7,55015601;8,089766009;5,843439054;7,87022569;7,989097255;7,94001425;7,209265284;8,153620969;8,076832517;7,839757252;7,683176561;7,664660251
hsa-miR-30d-3p;5,296452522;5,505410782;5,295303247;5,654192811;5,533102808;5,648248438;5,477029729;5,444783432;5,140823476;5,262715197;5,295840803;5,489205444;5,208593941;5,236815297;5,191736903;5,575473079;5,656581701;5,353368057;4,877846003;5,227469525
hsa-miR-30d-5p;5,430175663;5,777811452;5,295303247;5,197969105;5,387131156;5,509324468;5,303043992;5,816011884;5,332088582;5,575777553;5,535362477;5,592766971;5,574225656;5,813554245;5,698839411;4,877846003;5,708952819;5,648688058;5,783732559;5,480503287
hsa-miR-30e-3p;8,944461637;8,996596456;8,980052443;8,919986613;8,922555068;8,849867185;8,578906241;8,720861676;8,959734211;8,755474407;8,767698475;8,577888873;8,534405336;8,470087415;8,728819268;8,473575988;8,649066759;8,786240885;8,649722974;8,40554855
hsa-miR-30e-5p;5,567868237;5,414170897;5,359329918;5,197969105;5,172896567;5,244361226;5,477029729;5,444783432;5,332088582;5,262715197;5,535362477;5,362510234;5,535093081;5,316930173;5,191736903;5,449279274;5,538236244;5,15321505;4,877846003;4,877846003
hsa-miR-3120-3p;6,178272933;5,814856055;5,909942443;5,848164716;5,958320196;6,037236485;5,815473342;6,067626248;5,775536474;6,045843852;5,924175729;5,709691136;5,448251089;5,988319869;5,320887904;5,28322197;5,803970013;5,426115236;5,690678592;5,528017448
hsa-miR-3123;4,877846003;5,068420676;4,877846003;4,877846003;5,594440285;4,877846003;4,877846003;4,877846003;5,140823476;5,10048882;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,175239872;4,877846003;4,877846003;5,12536887
hsa-miR-3130-5p;4,877846003;4,877846003;4,877846003;4,877846003;5,172896567;5,244361226;4,877846003;4,877846003;5,140823476;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;4,877846003;5,175239872;5,15321505;4,877846003;4,877846003
hsa-miR-3138;5,597941567;5,476627246;5,828022499;5,552168645;5,533102808;5,727386308;5,719343474;5,816011884;4,877846003;5,575777553;6,517615795;5,489205444;5,711300476;5,443265905;5,191736903;4,877846003;5,656581701;6,018008173;5,288273651;5,305526466
hsa-miR-3150a-5p;4,877846003;4,877846003;4,877846003;5,197969105;5,172896567;4,877846003;4,877846003;5,132691214;4,877846003;5,192399615;5,295840803;4,877846003;5,111975611;5,236815297;4,877846003;5,28322197;4,877846003;4,877846003;4,877846003;4,877846003
